Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general 
CHUBUT,Rawson,Trelew,26077040, 1.493 , 23.892 , 274 , 9.284 , 1.421 , 2 , -   , 1.289 , 37.655 
CHUBUT,Rawson,Playa Magagna,26077010, -   , 1.700 , -   , -   , -   , -   , -   , 3 , 1.703 
CHUBUT,Río Senguer,Aldea Apeleg,26084010, -   , -   , -   , -   , -   , 1 , -   , 1 , 2 
CHUBUT,Río Senguer,Aldea Beleiro,26084020, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
CHUBUT,Río Senguer,Alto Río Senguer,26084030, -   , -   , 1 , -   , -   , 3 , -   , 1 , 5 
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
CHUBUT,Río Senguer,Facundo,26084050, -   , -   , -   , -   , -   , 1 , -   , 41 , 42 
CHUBUT,Río Senguer,Lago Blanco,26084060, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
CHUBUT,Río Senguer,Río Mayo,26084070, 140 , -   , -   , 4 , -   , 2 , -   , 621 , 767 
CHUBUT,Sarmiento,Buen Pasto,26091010, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
CHUBUT,Sarmiento,SARMIENTO,26091020, 1.741 , 1 , -   , 1.173 , -   , 1 , -   , 270 , 3.186 
CHUBUT,Tehuelches,Gobernador Costa,26098020, -   , -   , 1 , -   , -   , -   , -   , -   , 1 
CHUBUT,Tehuelches,José de San Martín,26098030, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
CHUBUT,Tehuelches,Río Pico,26098040, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
CHUBUT,Telsen,Gan Gan,26105010, -   , -   , -   , -   , 1 , 1 , -   , 156 , 158 
CHUBUT,Telsen,Telsen,26105020, -   , 18 , -   , -   , -   , 4 , -   , 104 , 126 
CORDOBA,Calamuchita,Amboy,14007010, -   , -   , -   , -   , -   , -   , -   , 174 , 174 
CORDOBA,Calamuchita,Cañada del Sauce,14007030, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
CORDOBA,Calamuchita,Capilla Vieja,14007040, -   , -   , -   , -   , -   , -   , -   , 20 , 20 
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050, 52 , -   , -   , -   , -   , -   , -   , 30 , 82 
CORDOBA,Calamuchita,Embalse,14007060, -   , -   , -   , 1.538 , -   , 1 , -   , 1.937 , 3.476 
CORDOBA,Calamuchita,La Cruz,14007070, 9 , -   , -   , -   , -   , -   , -   , 394 , 403 
CORDOBA,Calamuchita,La Cumbrecita,14007080, -   , -   , -   , -   , -   , -   , -   , 250 , 250 
CORDOBA,Calamuchita,Las Bajadas,14007090, -   , -   , -   , -   , -   , -   , -   , 27 , 27 
CORDOBA,Calamuchita,Los Cóndores,14007110, 423 , -   , -   , -   , -   , 1 , -   , 511 , 935 
CORDOBA,Calamuchita,Los Molinos,14007120, -   , -   , -   , -   , -   , -   , -   , 50 , 50 
CORDOBA,Calamuchita,Los Reartes,14007130, 24 , -   , -   , 547 , -   , 1 , -   , 622 , 1.194 
CORDOBA,Calamuchita,San Agustín,14007180, 110 , -   , -   , -   , -   , -   , -   , 1 , 111 
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190, -   , -   , -   , -   , -   , -   , -   , 19 , 19 
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210, 668 , 1.805 , -   , 279 , -   , -   , -   , 3.438 , 6.190 
CORDOBA,Calamuchita,Villa Alpina,14007240, -   , -   , -   , -   , -   , -   , -   , 5 , 5 
CORDOBA,Calamuchita,Villa Amancay,14007250, -   , -   , -   , -   , -   , -   , -   , 229 , 229 
CORDOBA,Calamuchita,Villa Berna,14007260, 32 , -   , -   , -   , -   , -   , -   , 15 , 47 
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270, -   , -   , -   , -   , -   , -   , -   , 253 , 253 
CORDOBA,Calamuchita,Villa del Dique,14007290, 555 , -   , -   , 256 , 128 , -   , -   , 968 , 1.907 
CORDOBA,Calamuchita,Villa General Belgrano,14007310, -   , 254 , -   , -   , 1 , 1 , -   , 1.257 , 1.513 
CORDOBA,Calamuchita,Villa Quillinzo,14007330, -   , -   , -   , -   , -   , -   , -   , 141 , 141 
CORDOBA,Calamuchita,Villa Rumipal,14007340, -   , -   , -   , 46 , -   , -   , -   , 980 , 1.026 
CORDOBA,Calamuchita,Villa San Miguel,14007170, -   , -   , -   , -   , -   , -   , -   , 5 , 5 
CORDOBA,Calamuchita,Villa Yacanto,14007360, -   , -   , -   , -   , -   , -   , -   , 135 , 135 
